2023-09-20 14:10:00,16
2023-09-20 14:15:00,11
2023-09-20 14:20:00,19
2023-09-20 14:25:00,13
2023-09-20 14:30:00,14
2023-09-20 14:35:00,13
2023-09-20 14:40:00,14
2023-09-20 14:45:00,13
2023-09-20 14:50:00,24
2023-09-20 14:55:00,12
2023-09-20 14:55:00,6
2023-09-20 15:00:00,24
2023-09-20 15:05:00,13
2023-09-20 15:10:00,11
2023-09-20 15:15:00,8
2023-09-20 15:20:00,11
2023-09-20 15:25:00,9
2023-09-20 15:30:00,16
2023-09-20 15:35:00,6
2023-09-20 15:40:00,10
2023-09-20 15:45:00,9
2023-09-20 15:50:00,13
2023-09-20 15:55:00,18
2023-09-20 15:55:00,3
2023-09-20 16:00:00,11
2023-09-20 16:05:00,13
2023-09-20 16:10:00,6
2023-09-20 16:15:00,10
2023-09-20 16:20:00,9
2023-09-20 16:25:00,15
2023-09-20 16:30:00,10
2023-09-20 16:35:00,8
2023-09-20 16:40:00,7
2023-09-20 16:45:00,15
2023-09-20 16:50:00,17
2023-09-20 16:55:00,10
2023-09-20 16:55:00,3
2023-09-20 17:00:00,5
2023-09-20 17:05:00,8
2023-09-20 17:10:00,7
2023-09-20 17:15:00,5
2023-09-20 17:20:00,8
2023-09-20 17:25:00,8
2023-09-20 17:30:00,5
2023-09-20 17:35:00,7
2023-09-20 17:40:00,8
2023-09-20 17:45:00,4
2023-09-20 17:50:00,10
2023-09-20 17:55:00,3
2023-09-20 17:55:00,2
2023-09-20 18:00:00,3
2023-09-20 18:15:00,1
2023-09-20 18:30:00,2
2023-09-20 18:35:00,1
2023-09-20 18:40:00,1
2023-09-20 19:05:00,3
2023-09-20 19:20:00,1
2023-09-20 19:35:00,1
2023-09-20 19:40:00,1
2023-09-20 19:45:00,4
2023-09-20 20:05:00,1
2023-09-20 20:10:00,1
2023-09-20 20:15:00,2
2023-09-20 20:40:00,1
2023-09-20 20:55:00,1
2023-09-20 21:00:00,1
2023-09-20 21:15:00,1
2023-09-20 21:30:00,1
2023-09-20 21:35:00,1
2023-09-20 21:40:00,1
2023-09-21 01:25:00,1
2023-09-21 06:00:00,1
2023-09-21 07:05:00,1
2023-09-21 07:20:00,2
2023-09-21 07:25:00,1
2023-09-21 07:30:00,3
2023-09-21 07:35:00,1
2023-09-21 07:40:00,4
2023-09-21 07:45:00,2
2023-09-21 07:50:00,4
2023-09-21 07:55:00,8
2023-09-21 07:55:00,2
2023-09-21 08:00:00,3
2023-09-21 08:05:00,4
2023-09-21 08:10:00,5
2023-09-21 08:15:00,11
2023-09-21 08:20:00,11
2023-09-21 08:25:00,6
2023-09-21 08:30:00,14
2023-09-21 08:35:00,21
2023-09-21 08:40:00,17
2023-09-21 08:45:00,17
2023-09-21 08:50:00,33
2023-09-21 08:55:00,23
2023-09-21 08:55:00,5
2023-09-21 09:00:00,17
2023-09-21 09:05:00,14
2023-09-21 09:10:00,12
2023-09-21 09:15:00,7
2023-09-21 09:20:00,17
2023-09-21 09:25:00,9
2023-09-21 09:30:00,8
2023-09-21 09:35:00,10
2023-09-21 09:40:00,8
2023-09-21 09:45:00,15
2023-09-21 09:50:00,19
2023-09-21 09:55:00,16
2023-09-21 09:55:00,2
2023-09-21 10:00:00,15
2023-09-21 10:05:00,6
2023-09-21 10:10:00,9
2023-09-21 10:15:00,4
2023-09-21 10:20:00,8
2023-09-21 10:25:00,4
2023-09-21 10:30:00,6
2023-09-21 10:35:00,6
2023-09-21 10:40:00,13
2023-09-21 10:45:00,17
2023-09-21 10:50:00,23
2023-09-21 10:55:00,18
2023-09-21 10:55:00,7
2023-09-21 11:00:00,17
2023-09-21 11:05:00,9
2023-09-21 11:10:00,11
2023-09-21 11:15:00,5
2023-09-21 11:20:00,10
2023-09-21 11:25:00,6
2023-09-21 11:30:00,2
2023-09-21 11:35:00,5
2023-09-21 11:40:00,7
2023-09-21 11:45:00,9
2023-09-21 11:50:00,17
2023-09-21 11:55:00,9
2023-09-21 11:55:00,1
2023-09-21 12:00:00,11
2023-09-21 12:05:00,10
2023-09-21 12:10:00,8
2023-09-21 12:15:00,6
2023-09-21 12:20:00,2
2023-09-21 12:25:00,8
2023-09-21 12:30:00,10
2023-09-21 12:35:00,6
2023-09-21 12:40:00,9
2023-09-21 12:45:00,9
2023-09-21 12:50:00,20
2023-09-21 12:55:00,12
2023-09-21 12:55:00,5
2023-09-21 13:00:00,14
2023-09-21 13:05:00,12
2023-09-21 13:10:00,13
2023-09-21 13:15:00,5
2023-09-21 13:20:00,4
2023-09-21 13:25:00,13
2023-09-21 13:30:00,14
2023-09-21 13:35:00,15
2023-09-21 13:40:00,10
2023-09-21 13:45:00,8
2023-09-21 13:50:00,13
2023-09-21 13:55:00,16
2023-09-21 13:55:00,7
2023-09-21 14:00:00,15
2023-09-21 14:05:00,20
